city_development_index,gender,relevent_experience,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
0.698,Male,No relevent experience,Masters,STEM,5,10000+,Public Sector,1,328,move
0.776,Male,Has relevent experience,Graduate,STEM,>20,100-500,Public Sector,>4,89,notmove
0.91,Male,Has relevent experience,Graduate,STEM,>20,<10,Pvt Ltd,1,35,notmove
0.92,Female,Has relevent experience,Graduate,STEM,>20,100-500,Pvt Ltd,>4,33,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,50-99,Pvt Ltd,>4,53,notmove
0.92,Male,Has relevent experience,Masters,STEM,15,500-999,Public Sector,1,10,notmove
0.92,Male,Has relevent experience,Masters,STEM,9,500-999,Pvt Ltd,>4,40,notmove
0.727,Male,Has relevent experience,Graduate,STEM,3,<10,Pvt Ltd,1,174,notmove
0.92,Male,Has relevent experience,Graduate,STEM,14,50-99,Pvt Ltd,1,158,move
0.913,Male,Has relevent experience,Masters,STEM,10,50-99,Pvt Ltd,1,60,notmove
0.92,Male,Has relevent experience,Masters,STEM,>20,10000+,Pvt Ltd,>4,10,notmove
0.91,Male,Has relevent experience,Graduate,STEM,16,10/49,Pvt Ltd,2,140,notmove
0.926,Female,Has relevent experience,Masters,Humanities,3,50-99,Pvt Ltd,1,82,notmove
0.55,Male,Has relevent experience,Graduate,STEM,8,50-99,Pvt Ltd,1,44,move
0.624,Male,No relevent experience,Graduate,STEM,5,10/49,Funded Startup,1,24,move
0.91,Male,Has relevent experience,Graduate,Humanities,20,50-99,Pvt Ltd,2,72,notmove
0.92,Female,Has relevent experience,Graduate,STEM,6,10000+,Pvt Ltd,1,46,notmove
0.92,Female,Has relevent experience,Masters,STEM,11,10000+,Pvt Ltd,1,61,notmove
0.923,Male,Has relevent experience,Graduate,STEM,5,10/49,Pvt Ltd,4,264,notmove
0.92,Male,Has relevent experience,Masters,STEM,18,10000+,Pvt Ltd,1,9,notmove
0.92,Female,Has relevent experience,Masters,STEM,4,5000-9999,Pvt Ltd,1,40,move
0.92,Male,Has relevent experience,Graduate,Business Degree,4,10000+,Pvt Ltd,1,97,notmove
0.624,Male,Has relevent experience,Masters,STEM,9,100-500,Pvt Ltd,4,4,move
0.92,Female,Has relevent experience,Graduate,STEM,3,500-999,Pvt Ltd,2,292,notmove
0.926,Male,Has relevent experience,Masters,STEM,14,10000+,Pvt Ltd,2,80,notmove
0.92,Male,Has relevent experience,Phd,STEM,>20,10/49,Early Stage Startup,>4,41,notmove
0.92,Female,Has relevent experience,Graduate,Humanities,4,10000+,Pvt Ltd,1,276,notmove
0.939,Male,Has relevent experience,Phd,STEM,8,1000-4999,Public Sector,3,302,notmove
0.855,Male,Has relevent experience,Graduate,STEM,10,10/49,Funded Startup,1,20,notmove
0.624,Male,Has relevent experience,Graduate,STEM,7,5000-9999,Pvt Ltd,4,44,move
0.836,Male,Has relevent experience,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,114,notmove
0.855,Male,Has relevent experience,Masters,STEM,17,10000+,Pvt Ltd,2,21,notmove
0.856,Male,Has relevent experience,Graduate,STEM,12,100-500,Pvt Ltd,1,158,notmove
0.92,Male,Has relevent experience,Graduate,STEM,18,10000+,Pvt Ltd,1,6,notmove
0.624,Male,Has relevent experience,Graduate,STEM,9,500-999,Pvt Ltd,>4,52,notmove
0.939,Male,Has relevent experience,Graduate,STEM,15,100-500,Pvt Ltd,1,56,notmove
0.913,Male,No relevent experience,Masters,STEM,>20,10000+,Pvt Ltd,2,90,notmove
0.698,Male,Has relevent experience,Masters,STEM,6,<10,Pvt Ltd,1,46,notmove
0.698,Male,Has relevent experience,Graduate,Other,2,1000-4999,Pvt Ltd,1,23,notmove
0.55,Male,Has relevent experience,Graduate,STEM,7,500-999,Other,3,114,move
0.624,Male,Has relevent experience,Graduate,STEM,5,10/49,Pvt Ltd,2,27,move
0.624,Male,Has relevent experience,Graduate,STEM,13,10000+,Pvt Ltd,3,21,move
0.836,Male,Has relevent experience,Masters,STEM,>20,500-999,Pvt Ltd,>4,38,notmove
0.698,Male,Has relevent experience,Graduate,STEM,>20,50-99,Public Sector,2,73,notmove
0.939,Male,Has relevent experience,Graduate,STEM,>20,100-500,Pvt Ltd,4,12,notmove
0.92,Male,Has relevent experience,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,26,notmove
0.754,Male,Has relevent experience,Graduate,STEM,6,100-500,Pvt Ltd,1,54,notmove
0.91,Male,Has relevent experience,Graduate,STEM,>20,50-99,Pvt Ltd,3,14,notmove
0.91,Male,Has relevent experience,Graduate,STEM,>20,50-99,Pvt Ltd,>4,77,notmove
0.924,Male,No relevent experience,Masters,STEM,>20,50-99,Pvt Ltd,>4,20,notmove
0.899,Male,Has relevent experience,Masters,STEM,>20,<10,Early Stage Startup,1,15,notmove
0.802,Male,Has relevent experience,Graduate,STEM,16,50-99,Pvt Ltd,3,44,notmove
0.926,Male,Has relevent experience,Graduate,STEM,16,100-500,Pvt Ltd,1,46,notmove
0.903,Female,Has relevent experience,Graduate,Humanities,1,100-500,Pvt Ltd,never,5,notmove
0.92,Male,Has relevent experience,Graduate,STEM,20,1000-4999,Public Sector,>4,50,notmove
0.91,Male,Has relevent experience,Graduate,STEM,6,50-99,Pvt Ltd,2,184,notmove
0.92,Male,Has relevent experience,Graduate,STEM,11,<10,Pvt Ltd,1,16,notmove
0.92,Male,Has relevent experience,Graduate,STEM,4,500-999,Pvt Ltd,1,86,notmove
0.624,Male,Has relevent experience,Graduate,STEM,5,10/49,Funded Startup,1,44,move
0.92,Male,Has relevent experience,Graduate,STEM,5,50-99,Funded Startup,1,102,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,50-99,Funded Startup,>4,46,notmove
0.92,Male,Has relevent experience,Graduate,STEM,7,100-500,Pvt Ltd,2,56,notmove
0.92,Male,No relevent experience,Graduate,STEM,2,5000-9999,Pvt Ltd,1,53,notmove
0.855,Male,Has relevent experience,Graduate,STEM,6,50-99,Pvt Ltd,2,188,move
0.92,Male,Has relevent experience,Masters,STEM,>20,50-99,Public Sector,1,83,notmove
0.698,Male,No relevent experience,Graduate,STEM,12,10000+,Public Sector,2,67,move
0.624,Male,Has relevent experience,Graduate,STEM,6,<10,Early Stage Startup,3,12,move
0.92,Male,Has relevent experience,Graduate,STEM,9,100-500,Pvt Ltd,2,34,notmove
0.624,Male,Has relevent experience,Graduate,STEM,6,<10,Pvt Ltd,>4,35,notmove
0.847,Male,Has relevent experience,Graduate,STEM,8,<10,Pvt Ltd,4,9,notmove
0.92,Male,No relevent experience,Graduate,No Major,>20,5000-9999,Pvt Ltd,>4,4,notmove
0.767,Male,Has relevent experience,Graduate,STEM,8,10/49,Pvt Ltd,1,30,notmove
0.91,Male,Has relevent experience,Masters,STEM,8,<10,Funded Startup,3,5,notmove
0.624,Male,Has relevent experience,Graduate,STEM,6,10000+,Pvt Ltd,2,21,notmove
0.698,Male,Has relevent experience,Graduate,STEM,6,50-99,Pvt Ltd,2,89,move
0.824,Male,Has relevent experience,Graduate,STEM,12,500-999,Pvt Ltd,>4,28,move
0.92,Female,Has relevent experience,Masters,STEM,15,<10,Pvt Ltd,1,75,notmove
0.92,Male,Has relevent experience,Masters,STEM,>20,50-99,Pvt Ltd,>4,21,notmove
0.579,Male,Has relevent experience,Graduate,STEM,3,100-500,Funded Startup,3,136,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,100-500,Pvt Ltd,2,23,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,50-99,Public Sector,2,8,notmove
0.92,Male,Has relevent experience,Graduate,STEM,18,100-500,Pvt Ltd,>4,52,notmove
0.92,Female,Has relevent experience,Graduate,STEM,3,100-500,Pvt Ltd,1,19,notmove
0.55,Male,Has relevent experience,Graduate,STEM,4,<10,NGO,1,25,move
0.624,Male,Has relevent experience,Graduate,STEM,5,<10,Early Stage Startup,1,28,move
0.92,Male,Has relevent experience,Graduate,STEM,10,5000-9999,Pvt Ltd,2,174,notmove
0.827,Male,Has relevent experience,Graduate,STEM,18,100-500,Pvt Ltd,>4,22,notmove
0.74,Male,Has relevent experience,Graduate,STEM,16,1000-4999,Pvt Ltd,>4,49,notmove
0.754,Male,Has relevent experience,Graduate,STEM,16,1000-4999,Pvt Ltd,never,29,move
0.92,Male,Has relevent experience,Graduate,STEM,>20,10000+,Pvt Ltd,1,141,notmove
0.92,Male,Has relevent experience,Masters,STEM,13,10000+,Pvt Ltd,2,70,notmove
0.92,Male,Has relevent experience,Graduate,STEM,14,10000+,Pvt Ltd,1,46,notmove
0.92,Male,Has relevent experience,Masters,Humanities,18,10000+,Pvt Ltd,2,6,notmove
0.624,Male,Has relevent experience,Graduate,STEM,8,100-500,Funded Startup,>4,138,notmove
0.939,Male,No relevent experience,Graduate,Humanities,12,50-99,Public Sector,>4,22,notmove
0.624,Male,Has relevent experience,Graduate,STEM,7,10/49,Pvt Ltd,4,78,move
0.884,Male,Has relevent experience,Masters,STEM,3,50-99,Funded Startup,2,44,notmove
0.624,Male,Has relevent experience,Graduate,STEM,16,500-999,Pvt Ltd,3,56,notmove
0.896,Male,Has relevent experience,Graduate,STEM,14,50-99,Pvt Ltd,1,3,notmove
0.92,Male,Has relevent experience,Masters,STEM,>20,100-500,Pvt Ltd,>4,3,notmove
0.92,Male,Has relevent experience,Graduate,STEM,20,1000-4999,Pvt Ltd,1,202,notmove
0.92,Male,Has relevent experience,Graduate,Other,>20,100-500,Pvt Ltd,>4,87,notmove
0.939,Male,Has relevent experience,Graduate,STEM,13,500-999,Pvt Ltd,1,22,notmove
0.91,Male,Has relevent experience,Graduate,Humanities,>20,<10,Pvt Ltd,>4,13,notmove
0.925,Male,Has relevent experience,Graduate,STEM,>20,10/49,Pvt Ltd,never,120,notmove
0.884,Male,Has relevent experience,Graduate,STEM,3,10/49,Pvt Ltd,2,40,move
0.92,Male,Has relevent experience,Graduate,STEM,>20,100-500,Pvt Ltd,2,23,notmove
0.91,Male,Has relevent experience,Graduate,Humanities,>20,50-99,Pvt Ltd,2,47,notmove
0.624,Male,Has relevent experience,Graduate,STEM,5,500-999,Pvt Ltd,>4,41,notmove
0.926,Male,Has relevent experience,Masters,STEM,>20,100-500,Pvt Ltd,>4,22,move
0.92,Male,Has relevent experience,Graduate,STEM,10,50-99,Pvt Ltd,1,60,notmove
0.939,Male,Has relevent experience,Graduate,STEM,>20,10/49,Pvt Ltd,3,41,notmove
0.624,Male,No relevent experience,Graduate,STEM,10,50-99,Pvt Ltd,2,31,move
0.725,Male,Has relevent experience,Graduate,STEM,6,<10,Pvt Ltd,3,13,notmove
0.624,Male,Has relevent experience,Graduate,STEM,<1,50-99,Pvt Ltd,1,55,move
0.887,Male,Has relevent experience,Graduate,STEM,7,50-99,Pvt Ltd,4,20,notmove
0.698,Male,Has relevent experience,Graduate,STEM,9,<10,NGO,1,282,notmove
0.624,Male,Has relevent experience,Graduate,STEM,3,100-500,Pvt Ltd,1,84,move
0.624,Male,Has relevent experience,Masters,STEM,4,50-99,Pvt Ltd,never,54,move
0.804,Male,Has relevent experience,Masters,STEM,6,500-999,Pvt Ltd,1,41,notmove
0.92,Male,No relevent experience,Graduate,Humanities,5,10000+,Pvt Ltd,3,56,move
0.92,Male,Has relevent experience,Graduate,STEM,15,10000+,Pvt Ltd,2,102,notmove
0.884,Male,Has relevent experience,Masters,STEM,11,50-99,Pvt Ltd,1,72,notmove
0.689,Male,Has relevent experience,Graduate,STEM,13,100-500,Funded Startup,1,70,notmove
0.624,Male,Has relevent experience,Graduate,STEM,3,100-500,Funded Startup,2,78,move
0.895,Male,Has relevent experience,Graduate,STEM,15,100-500,Pvt Ltd,1,14,notmove
0.91,Male,Has relevent experience,Graduate,STEM,2,10/49,Pvt Ltd,never,80,notmove
0.92,Male,Has relevent experience,Graduate,STEM,5,<10,Early Stage Startup,4,18,notmove
0.91,Male,Has relevent experience,Masters,STEM,>20,10000+,Pvt Ltd,2,178,notmove
0.92,Male,Has relevent experience,Masters,STEM,>20,10000+,Pvt Ltd,>4,278,notmove
0.92,Male,Has relevent experience,Masters,STEM,14,50-99,Pvt Ltd,1,31,notmove
0.92,Male,Has relevent experience,Graduate,STEM,4,100-500,Pvt Ltd,3,138,notmove
0.754,Male,Has relevent experience,Graduate,STEM,>20,10000+,Pvt Ltd,3,222,notmove
0.897,Male,Has relevent experience,Graduate,Business Degree,6,1000-4999,Pvt Ltd,1,130,move
0.926,Male,No relevent experience,Masters,STEM,8,500-999,Pvt Ltd,2,69,notmove
0.884,Female,Has relevent experience,Graduate,STEM,9,100-500,Pvt Ltd,2,54,notmove
0.926,Female,Has relevent experience,Masters,STEM,16,50-99,Pvt Ltd,4,19,notmove
0.884,Male,Has relevent experience,Graduate,STEM,8,100-500,Public Sector,3,52,notmove
0.91,Male,Has relevent experience,Graduate,No Major,18,100-500,Pvt Ltd,>4,104,notmove
0.92,Male,Has relevent experience,Graduate,Business Degree,>20,500-999,NGO,>4,36,notmove
0.92,Male,Has relevent experience,Graduate,STEM,6,10/49,Funded Startup,1,42,notmove
0.91,Male,Has relevent experience,Graduate,STEM,9,<10,Pvt Ltd,1,98,notmove
0.926,Male,Has relevent experience,Graduate,STEM,5,10000+,Public Sector,never,5,notmove
0.897,Male,Has relevent experience,Phd,STEM,>20,1000-4999,Public Sector,never,29,notmove
0.887,Male,Has relevent experience,Masters,STEM,10,100-500,Pvt Ltd,4,67,move
0.92,Female,Has relevent experience,Graduate,STEM,14,50-99,Funded Startup,1,23,notmove
0.866,Male,Has relevent experience,Graduate,STEM,>20,<10,Funded Startup,1,55,notmove
0.855,Female,Has relevent experience,Graduate,STEM,11,1000-4999,Pvt Ltd,>4,52,notmove
0.92,Male,Has relevent experience,Graduate,STEM,13,50-99,Pvt Ltd,2,82,notmove
0.924,Male,Has relevent experience,Graduate,STEM,15,50-99,Pvt Ltd,>4,77,notmove
0.92,Male,Has relevent experience,Graduate,STEM,14,1000-4999,Pvt Ltd,>4,15,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,100-500,Funded Startup,1,4,notmove
0.92,Male,Has relevent experience,Graduate,STEM,9,500-999,Pvt Ltd,1,57,notmove
0.624,Male,Has relevent experience,Graduate,STEM,3,10000+,Pvt Ltd,2,154,move
0.92,Male,No relevent experience,Graduate,STEM,>20,100-500,NGO,1,7,notmove
0.743,Male,No relevent experience,Graduate,STEM,5,<10,Early Stage Startup,1,304,notmove
0.896,Male,Has relevent experience,Graduate,STEM,10,10/49,Pvt Ltd,4,72,notmove
0.926,Female,Has relevent experience,Masters,STEM,>20,10000+,Pvt Ltd,>4,27,notmove
0.92,Male,Has relevent experience,Graduate,No Major,11,100-500,Pvt Ltd,3,114,notmove
0.939,Male,Has relevent experience,Masters,STEM,10,1000-4999,Pvt Ltd,2,42,notmove
0.624,Male,Has relevent experience,Graduate,STEM,4,10/49,Pvt Ltd,1,23,move
0.897,Male,Has relevent experience,Masters,STEM,5,<10,Pvt Ltd,1,27,notmove
0.55,Male,Has relevent experience,Graduate,STEM,4,10/49,Pvt Ltd,1,32,move
0.579,Male,Has relevent experience,Graduate,STEM,10,10/49,Pvt Ltd,2,32,move
0.92,Male,Has relevent experience,Graduate,STEM,>20,10000+,Pvt Ltd,>4,14,notmove
0.762,Male,Has relevent experience,Graduate,STEM,4,<10,Funded Startup,2,68,notmove
0.624,Male,Has relevent experience,Masters,STEM,5,50-99,Pvt Ltd,>4,108,move
0.624,Male,No relevent experience,Masters,STEM,9,50-99,Pvt Ltd,never,53,notmove
0.897,Male,Has relevent experience,Phd,STEM,>20,100-500,Public Sector,>4,90,notmove
0.92,Female,Has relevent experience,Graduate,STEM,>20,100-500,Pvt Ltd,>4,34,notmove
0.897,Male,No relevent experience,Graduate,STEM,7,1000-4999,Public Sector,2,53,notmove
0.939,Female,Has relevent experience,Graduate,STEM,9,50-99,Pvt Ltd,>4,148,notmove
0.897,Male,Has relevent experience,Masters,STEM,16,<10,Pvt Ltd,>4,15,notmove
0.92,Male,Has relevent experience,Masters,STEM,14,5000-9999,Pvt Ltd,3,55,move
0.691,Male,Has relevent experience,Masters,STEM,12,10/49,Pvt Ltd,3,35,notmove
0.776,Male,Has relevent experience,Graduate,STEM,10,10/49,Pvt Ltd,>4,13,notmove
0.624,Male,Has relevent experience,Graduate,STEM,1,500-999,Pvt Ltd,1,9,move
0.91,Male,Has relevent experience,Graduate,STEM,>20,10000+,Pvt Ltd,>4,76,notmove
0.926,Male,Has relevent experience,Graduate,STEM,11,100-500,Pvt Ltd,4,21,notmove
0.794,Female,Has relevent experience,Masters,STEM,14,<10,Pvt Ltd,4,92,notmove
0.92,Male,Has relevent experience,Masters,STEM,18,10000+,Pvt Ltd,1,45,notmove
0.91,Male,Has relevent experience,Graduate,STEM,19,5000-9999,Pvt Ltd,2,20,notmove
0.923,Male,Has relevent experience,Masters,STEM,5,1000-4999,Pvt Ltd,3,66,notmove
0.899,Male,Has relevent experience,Graduate,Other,>20,<10,Pvt Ltd,3,49,notmove
0.624,Male,Has relevent experience,Masters,STEM,4,100-500,Early Stage Startup,2,52,move
0.913,Male,No relevent experience,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,23,notmove
0.921,Female,Has relevent experience,Graduate,STEM,5,50-99,Pvt Ltd,1,308,notmove
0.926,Male,No relevent experience,Masters,Business Degree,1,100-500,Funded Startup,1,96,notmove
0.624,Male,Has relevent experience,Graduate,STEM,>20,100-500,Pvt Ltd,1,122,move
0.92,Female,Has relevent experience,Graduate,Humanities,2,100-500,Pvt Ltd,1,63,notmove
0.762,Male,Has relevent experience,Masters,STEM,9,10000+,Pvt Ltd,1,67,move
0.92,Male,Has relevent experience,Graduate,STEM,10,10/49,Pvt Ltd,1,21,move
0.624,Male,Has relevent experience,Graduate,STEM,5,50-99,Pvt Ltd,1,50,move
0.762,Male,Has relevent experience,Graduate,STEM,6,1000-4999,Pvt Ltd,1,28,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,10/49,Pvt Ltd,never,39,notmove
0.92,Female,Has relevent experience,Masters,STEM,11,10000+,Pvt Ltd,2,24,notmove
0.92,Female,Has relevent experience,Masters,Other,12,10/49,Pvt Ltd,1,28,notmove
0.855,Male,Has relevent experience,Masters,STEM,13,50-99,Other,1,40,notmove
0.802,Male,Has relevent experience,Graduate,STEM,13,5000-9999,Pvt Ltd,3,42,notmove
0.55,Female,Has relevent experience,Masters,STEM,4,50-99,Funded Startup,1,56,notmove
0.897,Male,Has relevent experience,Graduate,STEM,6,10000+,Pvt Ltd,2,70,notmove
0.92,Female,No relevent experience,Graduate,STEM,6,10000+,Pvt Ltd,1,57,notmove
0.926,Male,No relevent experience,Phd,STEM,>20,10000+,Pvt Ltd,4,43,notmove
0.92,Male,No relevent experience,Graduate,STEM,4,10000+,Pvt Ltd,3,326,notmove
0.92,Male,Has relevent experience,Graduate,STEM,2,1000-4999,Pvt Ltd,1,75,move
0.624,Male,No relevent experience,Graduate,STEM,4,10/49,Pvt Ltd,1,42,notmove
0.92,Male,Has relevent experience,Graduate,STEM,8,10000+,Pvt Ltd,2,166,notmove
0.624,Male,Has relevent experience,Graduate,STEM,3,500-999,Pvt Ltd,1,20,notmove
0.92,Male,Has relevent experience,Graduate,STEM,5,50-99,Pvt Ltd,1,42,notmove
0.939,Male,No relevent experience,Graduate,STEM,>20,1000-4999,Public Sector,never,51,move
0.624,Male,Has relevent experience,Graduate,STEM,1,<10,Pvt Ltd,1,35,move
0.767,Male,Has relevent experience,Graduate,STEM,7,50-99,Funded Startup,1,57,notmove
0.91,Male,Has relevent experience,Graduate,STEM,3,10/49,Pvt Ltd,1,43,notmove
0.91,Male,Has relevent experience,Graduate,STEM,>20,100-500,Pvt Ltd,>4,62,notmove
0.926,Male,Has relevent experience,Graduate,STEM,7,50-99,Pvt Ltd,1,106,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,48,notmove
0.926,Male,Has relevent experience,Graduate,Business Degree,>20,100-500,Pvt Ltd,2,48,notmove
0.689,Male,Has relevent experience,Graduate,STEM,3,100-500,Pvt Ltd,1,106,notmove
0.624,Male,Has relevent experience,Graduate,STEM,8,5000-9999,Pvt Ltd,never,174,notmove
0.92,Male,Has relevent experience,Graduate,STEM,4,100-500,Funded Startup,1,21,notmove
0.91,Male,Has relevent experience,Graduate,STEM,>20,10000+,Pvt Ltd,2,9,move
0.92,Male,Has relevent experience,Graduate,STEM,5,5000-9999,Pvt Ltd,1,66,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,<10,Pvt Ltd,1,105,notmove
0.767,Male,Has relevent experience,Graduate,STEM,3,50-99,Pvt Ltd,2,114,notmove
0.926,Male,Has relevent experience,Masters,Humanities,4,50-99,Pvt Ltd,1,85,move
0.624,Male,Has relevent experience,Masters,STEM,9,100-500,Pvt Ltd,2,43,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,100-500,Pvt Ltd,never,192,notmove
0.926,Male,Has relevent experience,Masters,STEM,15,10000+,Pvt Ltd,>4,9,move
0.92,Male,No relevent experience,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,298,move
0.92,Female,Has relevent experience,Masters,STEM,17,1000-4999,Pvt Ltd,>4,24,move
0.624,Male,Has relevent experience,Masters,STEM,8,10000+,Public Sector,1,156,notmove
0.926,Male,No relevent experience,Phd,STEM,4,5000-9999,Public Sector,1,54,notmove
0.624,Male,Has relevent experience,Graduate,STEM,8,100-500,Pvt Ltd,never,48,move
0.743,Male,Has relevent experience,Masters,STEM,>20,50-99,Pvt Ltd,>4,83,notmove
0.92,Male,Has relevent experience,Graduate,STEM,5,10000+,Pvt Ltd,1,20,notmove
0.682,Female,Has relevent experience,Graduate,STEM,7,10000+,Pvt Ltd,4,160,notmove
0.624,Male,Has relevent experience,Masters,STEM,11,50-99,Early Stage Startup,>4,46,move
0.762,Male,No relevent experience,Graduate,STEM,2,100-500,Funded Startup,2,192,notmove
0.91,Female,Has relevent experience,Graduate,STEM,12,10/49,Pvt Ltd,>4,216,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,100-500,Pvt Ltd,>4,53,notmove
0.855,Male,Has relevent experience,Graduate,STEM,>20,10/49,Pvt Ltd,1,322,notmove
0.91,Male,Has relevent experience,Graduate,STEM,11,10/49,Pvt Ltd,>4,46,notmove
0.884,Male,Has relevent experience,Masters,STEM,6,<10,Funded Startup,1,70,notmove
0.762,Male,Has relevent experience,Graduate,STEM,8,10000+,Pvt Ltd,1,16,notmove
0.682,Male,No relevent experience,Graduate,STEM,3,50-99,Pvt Ltd,1,11,notmove
0.624,Male,Has relevent experience,Graduate,STEM,7,10000+,Pvt Ltd,2,240,move
0.624,Male,Has relevent experience,Masters,STEM,5,10/49,Early Stage Startup,2,167,move
0.91,Male,Has relevent experience,Masters,STEM,>20,<10,Early Stage Startup,1,23,notmove
0.92,Male,Has relevent experience,Graduate,STEM,15,100-500,Pvt Ltd,2,36,notmove
0.91,Male,Has relevent experience,Graduate,STEM,18,10/49,Pvt Ltd,2,102,notmove
0.939,Male,Has relevent experience,Graduate,STEM,17,10000+,Public Sector,>4,57,move
0.776,Male,Has relevent experience,Graduate,STEM,>20,<10,Pvt Ltd,1,58,notmove
0.92,Male,Has relevent experience,Graduate,STEM,18,100-500,Funded Startup,1,34,notmove
0.92,Male,Has relevent experience,Graduate,STEM,7,1000-4999,Pvt Ltd,1,50,notmove
0.855,Male,Has relevent experience,Graduate,STEM,9,100-500,Funded Startup,1,36,move
0.91,Male,Has relevent experience,Graduate,STEM,10,10000+,NGO,>4,17,notmove
0.624,Male,No relevent experience,Graduate,STEM,<1,100-500,NGO,1,256,notmove
0.893,Male,No relevent experience,Masters,Business Degree,11,100-500,Pvt Ltd,1,90,notmove
0.766,Male,Has relevent experience,Graduate,STEM,7,<10,Pvt Ltd,>4,14,notmove
0.855,Male,Has relevent experience,Graduate,STEM,9,500-999,Pvt Ltd,1,13,notmove
0.92,Female,Has relevent experience,Phd,STEM,>20,5000-9999,NGO,1,104,move
0.899,Male,No relevent experience,Graduate,STEM,16,10000+,Pvt Ltd,>4,13,notmove
0.754,Male,Has relevent experience,Graduate,STEM,6,50-99,Pvt Ltd,3,18,move
0.92,Male,Has relevent experience,Graduate,STEM,>20,50-99,NGO,3,45,notmove
0.92,Male,Has relevent experience,Masters,STEM,>20,100-500,Funded Startup,1,30,notmove
0.682,Female,Has relevent experience,Graduate,STEM,6,50-99,Pvt Ltd,1,71,notmove
0.55,Female,Has relevent experience,Graduate,STEM,4,10/49,Pvt Ltd,1,2,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,100-500,Pvt Ltd,2,16,move
0.92,Male,Has relevent experience,Masters,STEM,15,1000-4999,Pvt Ltd,2,53,notmove
0.939,Male,Has relevent experience,Graduate,STEM,11,50-99,Pvt Ltd,1,300,notmove
0.925,Male,Has relevent experience,Graduate,STEM,4,500-999,Pvt Ltd,1,47,notmove
0.897,Male,Has relevent experience,Graduate,Other,>20,1000-4999,Pvt Ltd,never,99,notmove
0.92,Male,Has relevent experience,Graduate,Humanities,18,10000+,Pvt Ltd,>4,20,notmove
0.624,Male,Has relevent experience,Masters,STEM,4,10/49,Pvt Ltd,1,194,move
0.743,Male,Has relevent experience,Graduate,STEM,7,50-99,Funded Startup,1,15,notmove
0.926,Male,Has relevent experience,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,37,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,50-99,Pvt Ltd,1,25,notmove
0.698,Male,Has relevent experience,Graduate,STEM,5,50-99,Pvt Ltd,1,24,notmove
0.794,Male,Has relevent experience,Masters,STEM,17,100-500,Pvt Ltd,>4,10,notmove
0.91,Female,No relevent experience,Graduate,Humanities,<1,10/49,Pvt Ltd,1,59,notmove
0.949,Male,Has relevent experience,Masters,STEM,>20,1000-4999,Pvt Ltd,1,39,notmove
0.92,Female,No relevent experience,Masters,STEM,5,50-99,Funded Startup,2,22,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,50-99,Funded Startup,>4,308,notmove
0.92,Male,No relevent experience,Graduate,STEM,10,100-500,Pvt Ltd,2,77,move
0.925,Male,Has relevent experience,Masters,STEM,9,500-999,Pvt Ltd,>4,272,notmove
0.91,Male,Has relevent experience,Masters,Business Degree,>20,10000+,Pvt Ltd,1,53,notmove
0.91,Male,Has relevent experience,Masters,STEM,>20,100-500,Pvt Ltd,3,226,notmove
0.92,Male,Has relevent experience,Graduate,Humanities,11,10/49,Pvt Ltd,>4,34,notmove
0.878,Male,Has relevent experience,Phd,Other,>20,100-500,Funded Startup,1,8,notmove
0.92,Male,Has relevent experience,Graduate,STEM,5,10/49,Pvt Ltd,1,38,notmove
0.624,Male,Has relevent experience,Graduate,STEM,2,100-500,Other,1,51,notmove
0.92,Male,No relevent experience,Graduate,STEM,6,10000+,Pvt Ltd,1,166,notmove
0.92,Male,Has relevent experience,Graduate,STEM,17,1000-4999,Pvt Ltd,1,74,notmove
0.624,Male,Has relevent experience,Graduate,STEM,4,50-99,Public Sector,2,33,notmove
0.555,Male,Has relevent experience,Graduate,STEM,5,10/49,Funded Startup,2,70,notmove
0.91,Male,Has relevent experience,Graduate,STEM,9,100-500,Public Sector,1,58,notmove
0.92,Male,Has relevent experience,Masters,STEM,5,10/49,Pvt Ltd,4,128,notmove
0.624,Male,Has relevent experience,Graduate,STEM,7,1000-4999,Pvt Ltd,1,4,move
0.91,Male,Has relevent experience,Graduate,STEM,1,50-99,Pvt Ltd,1,84,notmove
0.624,Male,Has relevent experience,Masters,STEM,10,50-99,Pvt Ltd,1,112,notmove
0.926,Male,Has relevent experience,Phd,Humanities,>20,50-99,Pvt Ltd,1,11,notmove
