city_development_index,gender,relevent_experience,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
0.897,Male,No relevent experience,Masters,STEM,12,10/49,Funded Startup,2,14,notmove
0.924,Male,Has relevent experience,Masters,STEM,10,10000+,Pvt Ltd,never,95,notmove
0.624,Male,Has relevent experience,Masters,STEM,6,50-99,Pvt Ltd,2,103,notmove
0.895,Male,Has relevent experience,Graduate,STEM,>20,50-99,Pvt Ltd,1,53,notmove
0.624,Female,Has relevent experience,Graduate,STEM,6,50-99,Pvt Ltd,3,59,notmove
0.92,Male,Has relevent experience,Graduate,STEM,16,50-99,NGO,2,14,notmove
0.92,Female,Has relevent experience,Graduate,STEM,16,1000-4999,Pvt Ltd,>4,142,notmove
0.754,Male,Has relevent experience,Masters,STEM,14,10000+,Pvt Ltd,2,14,notmove
0.92,Male,Has relevent experience,Masters,STEM,10,500-999,Pvt Ltd,4,48,notmove
0.92,Male,Has relevent experience,Masters,STEM,16,10000+,Pvt Ltd,>4,50,notmove
0.776,Male,Has relevent experience,Graduate,Humanities,6,10/49,Pvt Ltd,>4,14,notmove
0.91,Male,Has relevent experience,Graduate,STEM,12,50-99,Pvt Ltd,>4,96,notmove
0.754,Male,Has relevent experience,Graduate,STEM,7,100-500,Pvt Ltd,1,3,notmove
0.624,Male,Has relevent experience,Masters,STEM,3,50-99,Funded Startup,1,12,move
0.923,Male,Has relevent experience,Masters,STEM,18,10000+,Pvt Ltd,4,17,notmove
0.698,Male,Has relevent experience,Graduate,STEM,2,10000+,Pvt Ltd,1,22,notmove
0.855,Male,Has relevent experience,Masters,STEM,>20,10000+,Pvt Ltd,1,107,notmove
0.92,Male,Has relevent experience,Graduate,Business Degree,18,50-99,Pvt Ltd,1,92,move
0.92,Male,Has relevent experience,Graduate,STEM,7,10000+,Pvt Ltd,4,16,notmove
0.92,Male,Has relevent experience,Graduate,STEM,7,<10,Pvt Ltd,4,196,notmove
0.624,Male,Has relevent experience,Graduate,STEM,5,100-500,Pvt Ltd,1,42,notmove
0.92,Male,Has relevent experience,Masters,Business Degree,11,10000+,Public Sector,3,60,notmove
0.855,Male,Has relevent experience,Graduate,STEM,>20,10000+,Pvt Ltd,4,138,move
0.925,Male,Has relevent experience,Graduate,STEM,7,50-99,Pvt Ltd,1,68,notmove
0.92,Male,Has relevent experience,Graduate,STEM,12,50-99,Funded Startup,1,107,notmove
0.92,Male,Has relevent experience,Masters,STEM,>20,1000-4999,Public Sector,>4,55,notmove
0.624,Male,Has relevent experience,Graduate,STEM,9,100-500,Pvt Ltd,>4,174,notmove
0.91,Male,No relevent experience,Masters,STEM,15,10000+,Pvt Ltd,>4,20,move
0.698,Male,Has relevent experience,Masters,STEM,14,50-99,Pvt Ltd,2,6,notmove
0.624,Male,Has relevent experience,Graduate,STEM,5,500-999,Pvt Ltd,3,112,move
0.764,Male,Has relevent experience,Graduate,STEM,6,<10,Funded Startup,1,45,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,9,move
0.827,Male,Has relevent experience,Masters,STEM,7,500-999,Funded Startup,2,92,notmove
0.92,Male,Has relevent experience,Graduate,STEM,4,100-500,Public Sector,2,160,notmove
0.926,Male,Has relevent experience,Phd,STEM,>20,50-99,Pvt Ltd,>4,40,notmove
0.91,Male,Has relevent experience,Graduate,STEM,20,50-99,Pvt Ltd,1,103,notmove
0.527,Male,Has relevent experience,Graduate,STEM,6,100-500,Pvt Ltd,3,198,move
0.926,Male,Has relevent experience,Graduate,STEM,19,100-500,Pvt Ltd,2,16,notmove
0.722,Male,Has relevent experience,Graduate,STEM,10,50-99,Pvt Ltd,1,13,notmove
0.796,Male,Has relevent experience,Graduate,STEM,9,500-999,Pvt Ltd,3,77,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,100-500,Pvt Ltd,1,36,notmove
0.698,Male,Has relevent experience,Graduate,STEM,11,<10,Pvt Ltd,2,10,notmove
0.896,Male,Has relevent experience,Graduate,STEM,14,100-500,Pvt Ltd,>4,116,move
0.92,Male,Has relevent experience,Graduate,STEM,>20,100-500,NGO,1,70,notmove
0.92,Male,Has relevent experience,Graduate,Arts,15,50-99,Early Stage Startup,1,22,notmove
0.924,Male,Has relevent experience,Masters,STEM,17,500-999,Pvt Ltd,1,41,notmove
0.855,Female,Has relevent experience,Graduate,Humanities,3,50-99,Pvt Ltd,3,66,notmove
0.878,Male,Has relevent experience,Masters,STEM,11,100-500,Pvt Ltd,1,24,move
0.91,Male,Has relevent experience,Graduate,STEM,5,<10,Pvt Ltd,>4,146,notmove
0.91,Male,Has relevent experience,Graduate,Arts,>20,50-99,Early Stage Startup,3,40,notmove
0.762,Male,Has relevent experience,Graduate,STEM,16,50-99,Pvt Ltd,1,16,notmove
0.624,Male,Has relevent experience,Graduate,STEM,7,100-500,Funded Startup,2,76,notmove
0.698,Female,Has relevent experience,Masters,STEM,16,10/49,Funded Startup,1,22,notmove
0.939,Male,Has relevent experience,Masters,STEM,>20,50-99,Early Stage Startup,1,3,move
0.91,Female,No relevent experience,Masters,STEM,3,<10,Early Stage Startup,1,59,move
0.878,Male,Has relevent experience,Graduate,STEM,5,50-99,Pvt Ltd,3,100,notmove
0.92,Male,No relevent experience,Graduate,Humanities,3,1000-4999,NGO,1,19,notmove
0.92,Male,No relevent experience,Graduate,STEM,11,100-500,Pvt Ltd,1,43,notmove
0.893,Male,Has relevent experience,Graduate,STEM,>20,10/49,Pvt Ltd,1,48,notmove
0.92,Male,Has relevent experience,Graduate,STEM,8,100-500,Pvt Ltd,3,12,notmove
0.92,Male,Has relevent experience,Graduate,STEM,14,50-99,Pvt Ltd,2,262,notmove
0.91,Male,Has relevent experience,Graduate,STEM,9,10/49,Pvt Ltd,2,21,notmove
0.91,Male,Has relevent experience,Graduate,STEM,16,10/49,Funded Startup,2,41,notmove
0.624,Male,Has relevent experience,Graduate,STEM,2,100-500,Pvt Ltd,1,222,move
0.74,Female,No relevent experience,Graduate,STEM,5,10000+,Pvt Ltd,2,91,notmove
0.802,Male,No relevent experience,Graduate,STEM,9,100-500,Pvt Ltd,never,14,notmove
0.92,Male,Has relevent experience,Masters,STEM,>20,500-999,Pvt Ltd,3,98,notmove
0.939,Male,Has relevent experience,Graduate,STEM,>20,100-500,Pvt Ltd,1,19,notmove
0.92,Male,No relevent experience,Masters,STEM,10,10000+,Pvt Ltd,3,3,notmove
0.91,Male,Has relevent experience,Graduate,STEM,2,50-99,Pvt Ltd,2,87,notmove
0.91,Male,Has relevent experience,Graduate,STEM,1,10000+,Public Sector,1,328,notmove
0.92,Male,Has relevent experience,Graduate,STEM,11,10000+,Pvt Ltd,>4,17,notmove
0.926,Male,Has relevent experience,Masters,STEM,14,10/49,Pvt Ltd,2,92,notmove
0.939,Male,Has relevent experience,Masters,STEM,>20,<10,Pvt Ltd,>4,13,notmove
0.896,Male,Has relevent experience,Masters,STEM,13,100-500,Pvt Ltd,never,34,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,10/49,Pvt Ltd,>4,8,notmove
0.897,Male,Has relevent experience,Phd,STEM,10,100-500,Pvt Ltd,>4,226,notmove
0.91,Male,Has relevent experience,Graduate,STEM,>20,100-500,Pvt Ltd,1,146,notmove
0.926,Male,Has relevent experience,Graduate,STEM,>20,<10,Pvt Ltd,1,34,notmove
0.91,Male,Has relevent experience,Masters,STEM,9,100-500,NGO,1,21,notmove
0.666,Male,No relevent experience,Graduate,STEM,<1,10000+,Pvt Ltd,1,45,notmove
0.92,Male,Has relevent experience,Graduate,STEM,8,10000+,Pvt Ltd,4,113,move
0.92,Male,No relevent experience,Graduate,Humanities,15,100-500,Pvt Ltd,3,4,notmove
0.92,Male,Has relevent experience,Phd,STEM,9,100-500,Funded Startup,1,40,notmove
0.92,Male,Has relevent experience,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,58,notmove
0.92,Male,Has relevent experience,Graduate,STEM,6,50-99,Pvt Ltd,>4,168,notmove
0.926,Male,Has relevent experience,Graduate,STEM,10,1000-4999,Pvt Ltd,never,16,notmove
0.887,Male,Has relevent experience,Graduate,STEM,13,<10,Pvt Ltd,1,192,notmove
0.92,Female,Has relevent experience,Graduate,STEM,9,10000+,Pvt Ltd,2,36,move
0.92,Male,Has relevent experience,Masters,STEM,>20,10000+,Pvt Ltd,>4,43,move
0.624,Male,Has relevent experience,Masters,STEM,8,50-99,Public Sector,4,33,move
0.92,Male,No relevent experience,Graduate,STEM,15,100-500,Pvt Ltd,>4,8,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,100-500,Pvt Ltd,>4,49,notmove
0.789,Male,Has relevent experience,Graduate,STEM,8,100-500,Pvt Ltd,1,212,move
0.855,Male,Has relevent experience,Masters,STEM,15,10/49,Pvt Ltd,>4,176,notmove
0.926,Male,No relevent experience,Masters,STEM,14,500-999,Public Sector,1,8,notmove
0.579,Male,Has relevent experience,Graduate,STEM,10,<10,Early Stage Startup,never,24,move
0.91,Male,Has relevent experience,Graduate,STEM,>20,<10,Early Stage Startup,>4,89,notmove
0.804,Male,No relevent experience,Graduate,Humanities,1,1000-4999,Pvt Ltd,1,26,notmove
0.855,Male,Has relevent experience,Masters,STEM,11,100-500,Pvt Ltd,1,6,notmove
0.897,Male,Has relevent experience,Masters,STEM,9,10000+,Pvt Ltd,2,47,notmove
0.92,Male,Has relevent experience,Graduate,STEM,14,50-99,Pvt Ltd,2,39,notmove
0.926,Male,Has relevent experience,Graduate,STEM,6,1000-4999,Pvt Ltd,1,182,notmove
0.92,Male,Has relevent experience,Graduate,Arts,7,<10,Pvt Ltd,>4,125,notmove
0.893,Male,Has relevent experience,Graduate,STEM,6,100-500,Early Stage Startup,1,52,notmove
0.925,Female,Has relevent experience,Graduate,STEM,9,<10,Pvt Ltd,1,90,notmove
0.92,Female,Has relevent experience,Masters,STEM,11,10/49,Pvt Ltd,>4,47,notmove
0.624,Male,Has relevent experience,Graduate,Business Degree,6,1000-4999,Pvt Ltd,1,17,move
0.91,Male,Has relevent experience,Graduate,STEM,>20,1000-4999,Public Sector,>4,23,notmove
0.913,Male,Has relevent experience,Graduate,Other,10,5000-9999,Public Sector,1,7,notmove
0.855,Male,Has relevent experience,Graduate,STEM,7,1000-4999,Pvt Ltd,2,100,move
0.527,Male,No relevent experience,Graduate,STEM,5,100-500,Pvt Ltd,1,15,notmove
0.92,Male,Has relevent experience,Graduate,Arts,9,50-99,Pvt Ltd,1,9,notmove
0.92,Male,Has relevent experience,Masters,STEM,>20,1000-4999,Public Sector,>4,36,notmove
0.92,Male,Has relevent experience,Graduate,STEM,6,100-500,Pvt Ltd,1,25,notmove
0.884,Male,Has relevent experience,Masters,STEM,19,<10,Funded Startup,1,41,notmove
0.764,Male,Has relevent experience,Masters,STEM,14,100-500,NGO,1,51,notmove
0.762,Male,Has relevent experience,Graduate,STEM,12,500-999,Pvt Ltd,2,70,notmove
0.624,Male,Has relevent experience,Graduate,STEM,2,50-99,Pvt Ltd,never,50,move
0.92,Male,Has relevent experience,Graduate,STEM,9,1000-4999,Pvt Ltd,>4,16,notmove
0.624,Male,No relevent experience,Masters,STEM,5,50-99,Pvt Ltd,4,6,notmove
0.527,Male,Has relevent experience,Graduate,STEM,2,10/49,Pvt Ltd,never,28,notmove
0.92,Male,Has relevent experience,Graduate,STEM,10,10/49,Pvt Ltd,1,44,notmove
0.836,Male,Has relevent experience,Masters,STEM,17,50-99,Funded Startup,1,116,notmove
0.92,Male,Has relevent experience,Graduate,STEM,16,10000+,Pvt Ltd,1,48,notmove
0.527,Male,No relevent experience,Graduate,STEM,3,500-999,Funded Startup,1,30,notmove
0.92,Male,Has relevent experience,Graduate,STEM,5,<10,Early Stage Startup,1,17,move
0.624,Male,Has relevent experience,Graduate,STEM,3,10/49,Pvt Ltd,1,53,move
0.92,Female,Has relevent experience,Graduate,STEM,6,50-99,Funded Startup,1,21,notmove
0.92,Male,Has relevent experience,Graduate,STEM,6,50-99,Pvt Ltd,2,148,notmove
0.887,Male,Has relevent experience,Masters,STEM,6,<10,Pvt Ltd,1,44,notmove
0.924,Male,Has relevent experience,Graduate,STEM,6,50-99,Pvt Ltd,1,86,notmove
0.666,Male,Has relevent experience,Graduate,STEM,12,100-500,Pvt Ltd,>4,32,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,100-500,Pvt Ltd,3,35,notmove
0.926,Male,Has relevent experience,Masters,STEM,14,50-99,Pvt Ltd,1,23,move
0.92,Male,Has relevent experience,Graduate,STEM,>20,10000+,Pvt Ltd,>4,7,notmove
0.698,Male,No relevent experience,Graduate,STEM,5,10000+,Pvt Ltd,1,24,notmove
0.903,Male,Has relevent experience,Graduate,STEM,>20,100-500,Pvt Ltd,2,89,notmove
0.624,Male,Has relevent experience,Masters,STEM,5,500-999,Pvt Ltd,1,10,move
0.92,Male,Has relevent experience,Graduate,STEM,>20,10/49,Pvt Ltd,2,160,notmove
0.624,Male,Has relevent experience,Graduate,STEM,5,<10,Early Stage Startup,never,57,move
0.624,Male,Has relevent experience,Masters,STEM,4,50-99,Pvt Ltd,1,151,move
0.855,Male,Has relevent experience,Graduate,STEM,14,100-500,Pvt Ltd,>4,53,notmove
0.804,Male,Has relevent experience,Graduate,STEM,>20,100-500,Pvt Ltd,>4,8,notmove
0.939,Male,No relevent experience,Graduate,STEM,4,1000-4999,Public Sector,1,14,move
0.92,Male,Has relevent experience,Graduate,STEM,18,500-999,Pvt Ltd,>4,164,notmove
0.92,Male,Has relevent experience,Graduate,STEM,13,100-500,Pvt Ltd,1,29,notmove
0.91,Male,Has relevent experience,Graduate,STEM,5,100-500,Funded Startup,3,73,notmove
0.624,Male,Has relevent experience,Graduate,STEM,7,50-99,Pvt Ltd,1,12,move
0.926,Male,No relevent experience,Masters,STEM,19,1000-4999,Public Sector,>4,48,notmove
0.92,Male,Has relevent experience,Graduate,STEM,12,10000+,Pvt Ltd,4,138,notmove
0.897,Male,Has relevent experience,Masters,STEM,7,10/49,Pvt Ltd,2,64,notmove
0.926,Male,No relevent experience,Graduate,STEM,5,10000+,Public Sector,>4,54,move
0.925,Male,Has relevent experience,Masters,STEM,9,50-99,Pvt Ltd,4,52,notmove
0.55,Male,Has relevent experience,Graduate,STEM,16,50-99,Pvt Ltd,3,18,move
0.92,Male,No relevent experience,Graduate,STEM,17,5000-9999,Pvt Ltd,>4,67,notmove
0.624,Male,Has relevent experience,Graduate,STEM,6,10/49,Pvt Ltd,1,232,move
0.893,Male,Has relevent experience,Graduate,No Major,9,10/49,Pvt Ltd,2,38,notmove
0.764,Male,Has relevent experience,Graduate,STEM,3,<10,Pvt Ltd,1,12,notmove
0.878,Male,Has relevent experience,Masters,STEM,>20,50-99,Pvt Ltd,>4,25,notmove
0.939,Female,Has relevent experience,Masters,STEM,7,100-500,NGO,>4,77,move
0.926,Male,Has relevent experience,Masters,STEM,8,10000+,Pvt Ltd,2,6,move
0.762,Male,Has relevent experience,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,15,notmove
0.624,Male,No relevent experience,Graduate,STEM,>20,10000+,Pvt Ltd,4,24,notmove
0.92,Male,Has relevent experience,Graduate,STEM,7,100-500,Pvt Ltd,4,39,notmove
0.91,Male,Has relevent experience,Graduate,STEM,2,100-500,Pvt Ltd,1,53,notmove
0.92,Male,Has relevent experience,Graduate,Other,5,10000+,Pvt Ltd,1,28,notmove
0.92,Male,Has relevent experience,Graduate,STEM,14,50-99,Pvt Ltd,1,30,notmove
0.624,Male,Has relevent experience,Graduate,STEM,13,10000+,Pvt Ltd,4,154,notmove
0.754,Male,No relevent experience,Graduate,STEM,6,1000-4999,Pvt Ltd,3,8,notmove
0.903,Male,Has relevent experience,Graduate,Other,12,50-99,Funded Startup,1,11,notmove
0.855,Male,Has relevent experience,Masters,STEM,11,50-99,Pvt Ltd,2,8,notmove
0.92,Female,Has relevent experience,Graduate,Humanities,3,<10,Pvt Ltd,3,13,notmove
0.91,Male,Has relevent experience,Masters,STEM,14,100-500,Pvt Ltd,4,60,notmove
0.802,Male,Has relevent experience,Graduate,Humanities,10,<10,Pvt Ltd,>4,14,notmove
0.884,Male,No relevent experience,Masters,STEM,3,<10,Public Sector,never,22,notmove
0.91,Male,Has relevent experience,Graduate,STEM,14,100-500,Pvt Ltd,2,40,notmove
0.666,Male,No relevent experience,Graduate,STEM,>20,50-99,Pvt Ltd,1,64,move
0.91,Male,Has relevent experience,Graduate,STEM,9,10000+,Pvt Ltd,1,56,notmove
0.624,Male,Has relevent experience,Graduate,STEM,5,<10,Early Stage Startup,2,144,move
0.92,Male,Has relevent experience,Graduate,STEM,6,50-99,Funded Startup,1,29,notmove
0.925,Male,Has relevent experience,Masters,Humanities,14,500-999,Public Sector,4,112,notmove
0.92,Male,Has relevent experience,Masters,Other,>20,10000+,Pvt Ltd,1,22,notmove
0.804,Male,Has relevent experience,Masters,STEM,4,50-99,Pvt Ltd,4,148,notmove
0.836,Male,Has relevent experience,Masters,STEM,>20,100-500,Pvt Ltd,1,5,notmove
0.925,Male,Has relevent experience,Graduate,STEM,6,50-99,Other,1,112,notmove
0.91,Female,Has relevent experience,Graduate,STEM,9,50-99,Pvt Ltd,>4,94,notmove
0.827,Male,Has relevent experience,Graduate,STEM,15,100-500,Pvt Ltd,1,114,notmove
0.926,Male,Has relevent experience,Masters,STEM,>20,50-99,Pvt Ltd,>4,17,notmove
0.92,Male,Has relevent experience,Graduate,Arts,4,100-500,Early Stage Startup,4,11,notmove
0.92,Male,Has relevent experience,Graduate,STEM,3,10000+,Pvt Ltd,1,26,notmove
0.855,Male,Has relevent experience,Masters,STEM,16,1000-4999,Pvt Ltd,1,192,notmove
0.92,Male,Has relevent experience,Masters,STEM,>20,100-500,Pvt Ltd,1,28,notmove
0.91,Male,Has relevent experience,Masters,STEM,>20,100-500,NGO,>4,30,notmove
0.893,Male,Has relevent experience,Graduate,STEM,9,100-500,Pvt Ltd,>4,70,notmove
0.926,Male,Has relevent experience,Masters,STEM,>20,50-99,Pvt Ltd,1,50,notmove
0.91,Male,Has relevent experience,Graduate,STEM,6,500-999,Pvt Ltd,3,125,notmove
0.899,Male,Has relevent experience,Graduate,STEM,>20,100-500,Pvt Ltd,2,83,move
0.92,Male,Has relevent experience,Graduate,STEM,>20,100-500,Funded Startup,2,6,notmove
0.899,Male,Has relevent experience,Graduate,Humanities,15,<10,Pvt Ltd,>4,45,notmove
0.624,Male,No relevent experience,Graduate,STEM,2,1000-4999,Pvt Ltd,1,17,notmove
0.698,Male,No relevent experience,Graduate,STEM,4,100-500,Public Sector,1,25,notmove
0.802,Female,Has relevent experience,Graduate,STEM,11,1000-4999,Pvt Ltd,1,174,notmove
0.913,Male,Has relevent experience,Graduate,STEM,15,<10,Pvt Ltd,3,9,move
0.92,Male,Has relevent experience,Graduate,STEM,>20,10000+,Pvt Ltd,>4,143,notmove
0.698,Male,Has relevent experience,Masters,STEM,>20,50-99,Pvt Ltd,1,89,notmove
0.92,Male,Has relevent experience,Graduate,STEM,5,10000+,Pvt Ltd,1,16,notmove
0.558,Male,Has relevent experience,Graduate,STEM,3,<10,Early Stage Startup,never,61,move
0.887,Male,Has relevent experience,Graduate,STEM,15,1000-4999,Pvt Ltd,3,107,move
0.92,Male,Has relevent experience,Masters,STEM,>20,50-99,Funded Startup,>4,59,notmove
0.92,Male,Has relevent experience,Graduate,Arts,>20,10000+,Pvt Ltd,4,72,notmove
0.92,Female,Has relevent experience,Graduate,Humanities,>20,50-99,NGO,1,84,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,100-500,Pvt Ltd,1,28,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,1000-4999,Public Sector,>4,33,notmove
0.92,Male,Has relevent experience,Graduate,STEM,5,50-99,Pvt Ltd,1,92,notmove
0.91,Male,Has relevent experience,Graduate,STEM,15,100-500,Pvt Ltd,1,51,notmove
0.893,Male,Has relevent experience,Masters,STEM,18,<10,Pvt Ltd,1,21,notmove
0.624,Male,Has relevent experience,Masters,STEM,4,50-99,Pvt Ltd,1,35,move
0.55,Male,Has relevent experience,Graduate,STEM,5,100-500,Pvt Ltd,1,228,move
0.92,Female,Has relevent experience,Masters,STEM,11,500-999,Pvt Ltd,3,122,notmove
0.855,Male,Has relevent experience,Graduate,STEM,9,<10,Funded Startup,1,3,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,50-99,Pvt Ltd,3,147,notmove
0.624,Male,Has relevent experience,Graduate,STEM,5,10000+,Pvt Ltd,never,298,move
0.624,Male,Has relevent experience,Graduate,STEM,8,500-999,Pvt Ltd,1,37,notmove
0.92,Male,Has relevent experience,Graduate,Humanities,>20,10000+,Pvt Ltd,>4,86,notmove
0.92,Female,Has relevent experience,Phd,STEM,13,5000-9999,Pvt Ltd,1,11,notmove
0.754,Male,Has relevent experience,Graduate,STEM,4,<10,Pvt Ltd,1,15,notmove
0.949,Male,Has relevent experience,Graduate,STEM,10,10/49,Pvt Ltd,>4,19,notmove
0.926,Male,Has relevent experience,Masters,STEM,7,<10,Early Stage Startup,1,4,notmove
0.92,Male,Has relevent experience,Masters,STEM,>20,50-99,Pvt Ltd,>4,96,notmove
0.92,Male,Has relevent experience,Graduate,STEM,2,<10,Pvt Ltd,1,33,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,<10,Funded Startup,>4,50,notmove
0.691,Male,Has relevent experience,Graduate,STEM,9,500-999,Pvt Ltd,2,96,notmove
0.926,Male,No relevent experience,Graduate,STEM,6,50-99,NGO,1,51,move
0.92,Male,Has relevent experience,Graduate,STEM,11,1000-4999,Pvt Ltd,1,26,notmove
0.698,Male,Has relevent experience,Graduate,STEM,16,1000-4999,Pvt Ltd,1,14,notmove
0.897,Male,Has relevent experience,Masters,STEM,>20,500-999,Pvt Ltd,2,18,notmove
0.804,Male,Has relevent experience,Graduate,STEM,>20,500-999,Pvt Ltd,1,99,notmove
0.624,Male,Has relevent experience,Graduate,STEM,6,100-500,Pvt Ltd,1,242,notmove
0.698,Male,Has relevent experience,Graduate,STEM,9,10000+,Pvt Ltd,1,109,notmove
0.624,Male,Has relevent experience,Graduate,STEM,6,100-500,Pvt Ltd,1,50,move
0.924,Male,Has relevent experience,Graduate,STEM,5,50-99,Pvt Ltd,1,9,notmove
0.804,Male,Has relevent experience,Masters,STEM,5,100-500,Pvt Ltd,1,48,notmove
0.767,Male,Has relevent experience,Graduate,STEM,3,10/49,Funded Startup,1,22,notmove
0.92,Male,Has relevent experience,Masters,STEM,17,50-99,Pvt Ltd,1,23,notmove
0.92,Male,Has relevent experience,Graduate,STEM,15,5000-9999,Pvt Ltd,2,92,notmove
0.624,Male,Has relevent experience,Graduate,STEM,14,10000+,Pvt Ltd,1,78,move
0.893,Female,Has relevent experience,Graduate,STEM,7,50-99,Pvt Ltd,2,11,notmove
0.92,Male,Has relevent experience,Masters,STEM,18,50-99,Funded Startup,>4,59,notmove
0.92,Male,Has relevent experience,Graduate,STEM,8,<10,Early Stage Startup,1,90,notmove
0.92,Male,Has relevent experience,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,126,notmove
0.926,Male,Has relevent experience,Masters,Business Degree,7,1000-4999,Pvt Ltd,4,34,notmove
0.884,Male,Has relevent experience,Graduate,STEM,15,500-999,Pvt Ltd,>4,70,notmove
0.698,Female,Has relevent experience,Masters,STEM,12,50-99,Pvt Ltd,3,6,notmove
0.897,Male,Has relevent experience,Masters,STEM,7,10000+,Pvt Ltd,4,42,notmove
0.802,Male,No relevent experience,Graduate,STEM,>20,10/49,Pvt Ltd,1,316,notmove
0.89,Male,Has relevent experience,Masters,STEM,14,1000-4999,Pvt Ltd,>4,27,notmove
0.92,Male,Has relevent experience,Graduate,Arts,16,50-99,Pvt Ltd,3,8,notmove
0.767,Female,Has relevent experience,Masters,STEM,6,50-99,Pvt Ltd,3,29,move
0.92,Male,Has relevent experience,Graduate,STEM,5,<10,Pvt Ltd,1,21,notmove
0.925,Male,Has relevent experience,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,86,notmove
0.91,Male,Has relevent experience,Graduate,Arts,<1,50-99,NGO,1,13,notmove
0.925,Male,Has relevent experience,Masters,Other,9,10/49,Early Stage Startup,1,52,notmove
0.92,Male,Has relevent experience,Graduate,Arts,16,50-99,Pvt Ltd,>4,3,notmove
0.624,Male,Has relevent experience,Graduate,STEM,5,<10,Other,1,88,move
0.92,Male,Has relevent experience,Phd,STEM,>20,100-500,Pvt Ltd,>4,52,notmove
0.92,Male,Has relevent experience,Masters,STEM,>20,1000-4999,Pvt Ltd,1,79,notmove
0.92,Male,Has relevent experience,Graduate,STEM,6,10/49,Pvt Ltd,2,292,notmove
0.624,Male,Has relevent experience,Masters,STEM,<1,10/49,Pvt Ltd,1,4,notmove
0.926,Male,Has relevent experience,Graduate,STEM,13,50-99,Pvt Ltd,4,42,notmove
0.624,Male,Has relevent experience,Masters,STEM,20,10000+,Pvt Ltd,>4,54,move
0.92,Male,Has relevent experience,Graduate,Other,>20,100-500,Pvt Ltd,3,106,notmove
0.92,Male,Has relevent experience,Graduate,STEM,8,1000-4999,Pvt Ltd,4,85,notmove
0.91,Male,No relevent experience,Phd,STEM,5,1000-4999,Public Sector,1,128,notmove
0.743,Male,Has relevent experience,Masters,STEM,>20,5000-9999,Pvt Ltd,2,135,notmove
0.92,Male,Has relevent experience,Graduate,STEM,6,10000+,Public Sector,2,21,notmove
0.91,Male,Has relevent experience,Graduate,STEM,4,100-500,Pvt Ltd,1,18,notmove
0.924,Male,Has relevent experience,Graduate,STEM,>20,10/49,Funded Startup,2,74,notmove
0.91,Male,Has relevent experience,Graduate,STEM,>20,100-500,Pvt Ltd,1,28,notmove
0.855,Male,Has relevent experience,Graduate,STEM,8,50-99,Funded Startup,>4,23,notmove
0.926,Female,Has relevent experience,Masters,Humanities,>20,<10,Pvt Ltd,>4,66,notmove
0.92,Female,Has relevent experience,Masters,Arts,4,50-99,NGO,4,54,notmove
0.92,Male,Has relevent experience,Graduate,Humanities,19,10000+,Pvt Ltd,1,145,move
0.92,Male,Has relevent experience,Phd,STEM,>20,10000+,Pvt Ltd,1,79,move
0.579,Male,Has relevent experience,Graduate,STEM,5,10/49,Pvt Ltd,2,83,move
0.939,Male,Has relevent experience,Graduate,STEM,8,50-99,Funded Startup,4,81,notmove
0.939,Male,Has relevent experience,Graduate,STEM,11,<10,Pvt Ltd,>4,21,notmove
0.92,Male,Has relevent experience,Graduate,No Major,>20,100-500,Pvt Ltd,2,18,notmove
0.92,Male,Has relevent experience,Graduate,STEM,>20,100-500,Pvt Ltd,>4,27,notmove
0.92,Male,Has relevent experience,Graduate,STEM,16,1000-4999,Pvt Ltd,1,9,notmove
0.926,Male,No relevent experience,Masters,STEM,>20,<10,Funded Startup,1,15,notmove
0.92,Male,Has relevent experience,Graduate,STEM,15,1000-4999,Pvt Ltd,2,94,notmove
0.92,Male,Has relevent experience,Graduate,STEM,5,1000-4999,Pvt Ltd,3,105,notmove
0.926,Male,Has relevent experience,Graduate,STEM,4,100-500,Pvt Ltd,2,3,notmove
0.624,Male,Has relevent experience,Graduate,STEM,8,5000-9999,Pvt Ltd,never,7,move
0.624,Male,Has relevent experience,Graduate,STEM,2,10/49,Pvt Ltd,1,17,notmove
0.827,Male,Has relevent experience,Graduate,STEM,5,100-500,NGO,1,94,notmove
0.624,Male,Has relevent experience,Masters,STEM,14,50-99,Pvt Ltd,2,86,notmove
0.92,Male,Has relevent experience,Graduate,Arts,>20,5000-9999,NGO,>4,90,notmove
0.92,Male,No relevent experience,Masters,Other,16,10000+,Pvt Ltd,>4,43,notmove
0.926,Male,Has relevent experience,Graduate,No Major,>20,100-500,Pvt Ltd,1,43,notmove
